text,label
"Potter and Injun Joe were carrying a handbarrow with a rope and a couple
of shovels on it. They cast down their load and began to open the grave.
The doctor put the lantern at the head of the grave and came and sat
down with his back against one of the elm trees. He was so close the
boys could have touched him.",human
"“Hurry, men!” he said, in a low voice; “the moon might come out at any
moment.”",human
"They growled a response and went on digging. For some time there was no
noise but the grating sound of the spades discharging their freight of
mould and gravel. It was very monotonous. Finally a spade struck upon
the coffin with a dull woody accent, and within another minute or two
the men had hoisted it out on the ground. They pried off the lid with
their shovels, got out the body and dumped it rudely on the ground. The
moon drifted from behind the clouds and exposed the pallid face.
The barrow was got ready and the corpse placed on it, covered with a
blanket, and bound to its place with the rope. Potter took out a large
spring-knife and cut off the dangling end of the rope and then said:",human
"“Now the cussed thing’s ready, Sawbones, and you’ll just out with
another five, or here she stays.”",human
“That’s the talk!” said Injun Joe.,human
"“Look here, what does this mean?” said the doctor. “You required your
pay in advance, and I’ve paid you.”",human
"“Yes, and you done more than that,” said Injun Joe, approaching the
doctor, who was now standing. “Five years ago you drove me away from
your father’s kitchen one night, when I come to ask for something to
eat, and you said I warn’t there for any good; and when I swore I’d get
even with you if it took a hundred years, your father had me jailed for
a vagrant. Did you think I’d forget? The Injun blood ain’t in me for
nothing. And now I’ve _got_ you, and you got to _settle_, you know!”",human
"He was threatening the doctor, with his fist in his face, by this time.
The doctor struck out suddenly and stretched the ruffian on the ground.
Potter dropped his knife, and exclaimed:",human
"“Here, now, don’t you hit my pard!” and the next moment he had grappled
with the doctor and the two were struggling with might and main,
trampling the grass and tearing the ground with their heels. Injun Joe
sprang to his feet, his eyes flaming with passion, snatched up Potter’s
knife, and went creeping, catlike and stooping, round and round about
the combatants, seeking an opportunity. All at once the doctor flung
himself free, seized the heavy headboard of Williams’ grave and felled
Potter to the earth with it—and in the same instant the half-breed saw
his chance and drove the knife to the hilt in the young man’s breast. He
reeled and fell partly upon Potter, flooding him with his blood, and in
the same moment the clouds blotted out the dreadful spectacle and the
two frightened boys went speeding away in the dark.",human
"Presently, when the moon emerged again, Injun Joe was standing over the
two forms, contemplating them. The doctor murmured inarticulately, gave
a long gasp or two and was still. The half-breed muttered:",human
“_That_ score is settled—damn you.”,human
"Then he robbed the body. After which he put the fatal knife in Potter’s
open right hand, and sat down on the dismantled coffin. Three—four—five
minutes passed, and then Potter began to stir and moan. His hand closed
upon the knife; he raised it, glanced at it, and let it fall, with a
shudder. Then he sat up, pushing the body from him, and gazed at it, and
then around him, confusedly. His eyes met Joe’s.",human
"“Lord, how is this, Joe?” he said.",human
"“It’s a dirty business,” said Joe, without moving. “What did you do it
for?”",human
“I! I never done it!”,human
“Look here! That kind of talk won’t wash.”,human
Potter trembled and grew white.,human
"“I thought I’d got sober. I’d no business to drink to-night. But it’s
in my head yet—worse’n when we started here. I’m all in a muddle;
can’t recollect anything of it, hardly. Tell me, Joe—_honest_, now,
old feller—did I do it? Joe, I never meant to—’pon my soul and honor, I
never meant to, Joe. Tell me how it was, Joe. Oh, it’s awful—and him so
young and promising.”",human
"“Why, you two was scuffling, and he fetched you one with the headboard
and you fell flat; and then up you come, all reeling and staggering
like, and snatched the knife and jammed it into him, just as he fetched
you another awful clip—and here you’ve laid, as dead as a wedge til
now.”",human
"“Oh, I didn’t know what I was a-doing. I wish I may die this minute if I
did. It was all on account of the whiskey and the excitement, I reckon.
I never used a weepon in my life before, Joe. I’ve fought, but never
with weepons. They’ll all say that. Joe, don’t tell! Say you won’t tell,
Joe—that’s a good feller. I always liked you, Joe, and stood up for you,
too. Don’t you remember? You _won’t_ tell, _will_ you, Joe?” And the
poor creature dropped on his knees before the stolid murderer, and
clasped his appealing hands.",human
"“No, you’ve always been fair and square with me, Muff Potter, and I
won’t go back on you. There, now, that’s as fair as a man can say.”",human
"“Oh, Joe, you’re an angel. I’ll bless you for this the longest day I
live.” And Potter began to cry.",human
"“Come, now, that’s enough of that. This ain’t any time for blubbering.
You be off yonder way and I’ll go this. Move, now, and don’t leave any
tracks behind you.”",human
"Potter started on a trot that quickly increased to a run. The half-breed
stood looking after him. He muttered:",human
"“If he’s as much stunned with the lick and fuddled with the rum as he
had the look of being, he won’t think of the knife till he’s gone so
far he’ll be afraid to come back after it to such a place by
himself—chicken-heart!”",human
"Two or three minutes later the murdered man, the blanketed corpse, the
lidless coffin, and the open grave were under no inspection but the
moon’s. The stillness was complete again, too.",human
